PubMedID,Entity_1,Entity_2,Sentence,BioBERT_Relation,BioBERT_Conf,PubMedBERT_Relation,PubMedBERT_Conf,BioLinkBERT_Relation,BioLinkBERT_Conf,All_Agree,Avg_Confidence,Ensemble_Result,Ensemble_Conf,Decision_Method
11405550,Interleukin-10,cytokines,Interleukin-10 (IL-10) is a cytokine derived from CD4+ T-helper type 2 (T(H2)) cells identified as a suppressor of cytokines from T-helper type 1(T(H1)) cells.,Association,0.8033762574195862,Association,0.7923396825790405,NO_RELATION,0.9510042667388916,False,0.8489067355791727,,,Escalate_No_Majority
11406276,Hepatocyte growth factor,HAI-1,Hepatocyte growth factor (HGF) activator inhibitor type 1 (HAI-1) and type 2 (HAI-2) were recently discovered as specific inhibitors of HGF activator.,Association,0.7472208142280579,Negative_regulation,0.4039937853813171,NO_RELATION,0.9590834379196168,False,0.7034326791763306,,,Escalate_Single_Model
11406276,Hepatocyte growth factor,HAI-2,Hepatocyte growth factor (HGF) activator inhibitor type 1 (HAI-1) and type 2 (HAI-2) were recently discovered as specific inhibitors of HGF activator.,Association,0.7046875357627869,Negative_regulation,0.4084894061088562,NO_RELATION,0.9778342247009276,False,0.6970037221908569,,,Escalate_Single_Model
11406619,Tumor necrosis factor,activation-induced cytokine,"Tumor necrosis factor (TNF)-related activation-induced cytokine (TRANCE) is a TNF family member essential for osteoclast differentiation, and it induces the activation and survival of osteoclasts and mature dendritic cells.",Association,0.8760263323783875,Association,0.7920160889625549,NO_RELATION,0.9859907031059264,False,0.8846777081489563,,,Escalate_No_Majority
11406619,Tumor necrosis factor,TRANCE,"Tumor necrosis factor (TNF)-related activation-induced cytokine (TRANCE) is a TNF family member essential for osteoclast differentiation, and it induces the activation and survival of osteoclasts and mature dendritic cells.",Association,0.8757532835006714,Association,0.803438663482666,NO_RELATION,0.9917879700660706,False,0.8903266390164694,Association,0.8757532835006714,Accepted_By_Ensemble
11406619,Tumor necrosis factor,TNF family member,"Tumor necrosis factor (TNF)-related activation-induced cytokine (TRANCE) is a TNF family member essential for osteoclast differentiation, and it induces the activation and survival of osteoclasts and mature dendritic cells.",Association,0.8617256283760071,Association,0.7854487299919128,NO_RELATION,0.9817518591880798,False,0.8763087391853333,,,Escalate_No_Majority
11406632,Granulocyte colony-stimulating factor,long-chain cytokine,Granulocyte colony-stimulating factor is a long-chain cytokine that has both biological and therapeutic applications.,Association,0.8968352675437927,NO_RELATION,0.580242395401001,NO_RELATION,0.9674457311630248,False,0.8148411313692728,,,Escalate_No_Majority
11411563,Interleukin-6,proinflammatory cytokine,"Interleukin-6 (IL-6) is known as a proinflammatory cytokine involved in immune response, inflammation, and hematopoiesis.",Association,0.8706614375114441,Association,0.8261203169822693,NO_RELATION,0.9847112894058228,False,0.8938310146331787,Association,0.8706614375114441,Accepted_By_Ensemble
11417987,Hepatocyte growth factor,scatter factor,Hepatocyte growth factor or scatter factor (HGF/SF) is a pleiotropic cytokine that has potent angiogenic properties.,Association,0.8788028359413147,Association,0.8219388723373413,NO_RELATION,0.9949491024017334,False,0.8985636035601298,Association,0.8788028359413147,Accepted_By_Ensemble
11417987,Hepatocyte growth factor,HGF/SF,Hepatocyte growth factor or scatter factor (HGF/SF) is a pleiotropic cytokine that has potent angiogenic properties.,Association,0.8808427453041077,Association,0.819467306137085,NO_RELATION,0.9965997338294984,False,0.8989699284235636,Association,0.8808427453041077,Accepted_By_Ensemble
11417987,Hepatocyte growth factor,pleiotropic cytokine,Hepatocyte growth factor or scatter factor (HGF/SF) is a pleiotropic cytokine that has potent angiogenic properties.,Association,0.9031508564949036,Association,0.820505678653717,NO_RELATION,0.9943167567253112,False,0.9059910972913107,Association,0.9031508564949036,Accepted_By_Ensemble
11424973,Interleukin-2,secretory cytokine,"Interleukin-2 (IL-2) is a secretory cytokine produced by activated T cells that stimulates T cells, B cells, and natural killer cells to proliferate and release cytokines.",Association,0.8128408789634705,NO_RELATION,0.6645267605781555,NO_RELATION,0.9799004197120668,False,0.8190893530845642,,,Escalate_No_Majority
11424973,Interleukin-2,cytokines,"Interleukin-2 (IL-2) is a secretory cytokine produced by activated T cells that stimulates T cells, B cells, and natural killer cells to proliferate and release cytokines.",Association,0.7601296305656433,NO_RELATION,0.4694296717643738,NO_RELATION,0.9890214800834656,False,0.7395269274711609,,,Escalate_Single_Model
11426961,Interleukin-6,central proinflammatory cytokine,"Interleukin-6 (IL-6), a central proinflammatory cytokine, has been implicated in cervical cancer, though its role remains elusive.",Association,0.898300051689148,Association,0.8336271047592163,Association,0.6319797039031982,True,0.7879689534505209,Association,0.898300051689148,Accepted_By_Ensemble
11428524,Hepatocyte growth factor,mitogen,Hepatocyte growth factor (HGF) was originally discovered as a powerful mitogen for hepatocytes.,Association,0.8083361387252808,Association,0.7063924074172974,NO_RELATION,0.9852361679077148,False,0.8333215713500977,,,Escalate_No_Majority
11431003,Interleukin-6,pleiotropic cytokine,Interleukin-6 is a pleiotropic cytokine that mediates cellular communication both in physiological and pathological states.,Association,0.8893997669219971,Association,0.833781898021698,NO_RELATION,0.9095439910888672,False,0.8775752186775208,Association,0.8893997669219971,Accepted_By_Ensemble
11431705,Interleukin-8,IL8,"Interleukin-8 (IL8) is believed to play a role in the pathogenesis of bronchiolitis, a common viral disease of infancy, and a recent U.K. family study identified an association between this disease and the IL8-251A allele.",Association,0.8975656032562256,Association,0.9058354496955872,Association,0.9463350176811218,True,0.9165786902109782,Association,0.9463350176811218,Accepted_By_Ensemble
11433397,Hepatocyte growth factor,bikunin,Hepatocyte growth factor activator inhibitor type-2/placental bikunin (HAI-2/PB) is a serine proteinase inhibitor that contains 2 Kunitz-domains and a presumed transmembrane domain.,Association,0.8906756639480591,NO_RELATION,0.5470490455627441,NO_RELATION,0.9969082474708556,False,0.8115443189938863,,,Escalate_No_Majority
11433397,Hepatocyte growth factor,HAI-2/PB,Hepatocyte growth factor activator inhibitor type-2/placental bikunin (HAI-2/PB) is a serine proteinase inhibitor that contains 2 Kunitz-domains and a presumed transmembrane domain.,Association,0.894812822341919,NO_RELATION,0.6837624907493591,NO_RELATION,0.9960044026374816,False,0.8581932385762533,,,Escalate_No_Majority
11433397,Hepatocyte growth factor,transmembrane domain,Hepatocyte growth factor activator inhibitor type-2/placental bikunin (HAI-2/PB) is a serine proteinase inhibitor that contains 2 Kunitz-domains and a presumed transmembrane domain.,Association,0.9055097699165344,NO_RELATION,0.5179676413536072,NO_RELATION,0.9951519966125488,False,0.8062098026275635,,,Escalate_No_Majority
11436536,Interleukin-10,transforming growth factor-beta 1,Interleukin-10 (IL-10) and transforming growth factor-beta 1 (TGF-beta 1) are anti-inflammatory cytokines that play important roles in the immunoregulatory processes of numerous granulomatous diseases.,Association,0.8141817450523376,Association,0.8786406517028809,NO_RELATION,0.9816203117370604,False,0.8914809028307596,Association,0.8786406517028809,Accepted_By_Ensemble
11436536,Interleukin-10,TGF-beta 1,Interleukin-10 (IL-10) and transforming growth factor-beta 1 (TGF-beta 1) are anti-inflammatory cytokines that play important roles in the immunoregulatory processes of numerous granulomatous diseases.,Association,0.8036918044090271,Association,0.8478033542633057,NO_RELATION,0.9917062520980836,False,0.881067136923472,Association,0.8478033542633057,Accepted_By_Ensemble
11436536,Interleukin-10,anti-inflammatory cytokines,Interleukin-10 (IL-10) and transforming growth factor-beta 1 (TGF-beta 1) are anti-inflammatory cytokines that play important roles in the immunoregulatory processes of numerous granulomatous diseases.,Association,0.7807503342628479,Association,0.8647986054420471,NO_RELATION,0.9499027132987976,False,0.8651505510012308,,,Escalate_No_Majority
11436536,Interleukin-10,immunoregulatory,Interleukin-10 (IL-10) and transforming growth factor-beta 1 (TGF-beta 1) are anti-inflammatory cytokines that play important roles in the immunoregulatory processes of numerous granulomatous diseases.,Association,0.7702640295028687,Association,0.8582082390785217,Association,0.8904503583908081,True,0.8396408756573995,Association,0.8904503583908081,Accepted_By_Ensemble
11437212,Interleukin-6,IL-6 receptor,Interleukin-6 (IL-6) binds to human gingival fibroblasts (HGF) in the presence of a soluble form of IL-6 receptor (sIL-6R).,Association,0.9086145758628844,Association,0.8535872101783752,NO_RELATION,0.9737262725830078,False,0.9119760195414225,Association,0.9086145758628844,Accepted_By_Ensemble
11437212,Interleukin-6,sIL-6R,Interleukin-6 (IL-6) binds to human gingival fibroblasts (HGF) in the presence of a soluble form of IL-6 receptor (sIL-6R).,Association,0.9080685377120972,Association,0.5972122550010681,NO_RELATION,0.9892380237579346,False,0.8315062721570333,,,Escalate_No_Majority
11438547,Tumor necrosis factor,pleiotropic cytokine,"Tumor necrosis factor (TNF) is a pleiotropic cytokine known to regulate cell growth, viral replication, inflammation, immune system functioning, angiogenesis, and tumorigenesis.",Association,0.8977676630020142,Association,0.6048604249954224,NO_RELATION,0.9805573225021362,False,0.8277284701665243,,,Escalate_No_Majority
11438654,Hepatocyte growth factor,scatter factor,"Hepatocyte growth factor (scatter factor) (HGF/SF) is a pleiotrophic mediator of epithelial cell motility, morphogenesis, angiogenesis, and tumorigenesis.",Association,0.9137760996818542,Association,0.8179489374160767,NO_RELATION,0.9958714842796326,False,0.9091988404591879,Association,0.9137760996818542,Accepted_By_Ensemble
11438654,Hepatocyte growth factor,HGF/SF,"Hepatocyte growth factor (scatter factor) (HGF/SF) is a pleiotrophic mediator of epithelial cell motility, morphogenesis, angiogenesis, and tumorigenesis.",Association,0.909369707107544,Association,0.6808458566665649,NO_RELATION,0.9963488578796388,False,0.8621881405512491,,,Escalate_No_Majority
11440632,Interleukin-8,chemokine,"Interleukin-8 (IL-8), a chemokine secreted by cells at injury sites, has recently been recognized as involved in the pathogenesis of Crohn's disease.",Association,0.8645000457763672,Association,0.8261042833328247,NO_RELATION,0.957729697227478,False,0.88277800877889,Association,0.8645000457763672,Accepted_By_Ensemble
11443501,Tumor necrosis factor,TNFalpha,"Tumor necrosis factor alpha (TNFalpha), a cytokine produced at inflammatory sites and in adipose tissue, is known primarily for its detrimental effects on insulin action.",Association,0.7798921465873718,Association,0.7830201983451843,NO_RELATION,0.9840381145477296,False,0.8489834864934286,,,Escalate_Single_Model
11443501,Tumor necrosis factor,cytokine,"Tumor necrosis factor alpha (TNFalpha), a cytokine produced at inflammatory sites and in adipose tissue, is known primarily for its detrimental effects on insulin action.",Association,0.7859152555465698,Association,0.7497061491012573,NO_RELATION,0.6002300977706909,False,0.7119505008061727,,,Escalate_No_Confident_Model
11443501,Tumor necrosis factor,insulin,"Tumor necrosis factor alpha (TNFalpha), a cytokine produced at inflammatory sites and in adipose tissue, is known primarily for its detrimental effects on insulin action.",Association,0.7031521201133728,Association,0.7459288835525513,NO_RELATION,0.6348386406898499,False,0.6946398814519247,,,Escalate_No_Confident_Model
11447117,Interleukin-10,cytokines,Interleukin-10 (IL-10) is a key inhibitory signal of inflammatory responses that regulates the production of potentially pathogenic cytokines like tumor necrosis factor (TNF).,Association,0.8217301964759827,Association,0.7829578518867493,NO_RELATION,0.9172777533531188,False,0.8406552672386169,,,Escalate_No_Majority
11447117,Interleukin-10,tumor necrosis factor,Interleukin-10 (IL-10) is a key inhibitory signal of inflammatory responses that regulates the production of potentially pathogenic cytokines like tumor necrosis factor (TNF).,Association,0.8318524360656738,Association,0.7841556072235107,NO_RELATION,0.9521943926811218,False,0.8560674786567688,,,Escalate_No_Majority
11447117,Interleukin-10,TNF,Interleukin-10 (IL-10) is a key inhibitory signal of inflammatory responses that regulates the production of potentially pathogenic cytokines like tumor necrosis factor (TNF).,Association,0.8230700492858887,Association,0.7750562429428101,NO_RELATION,0.9918172955513,False,0.8633145292599996,,,Escalate_No_Majority
11450033,Hepatocyte growth factor,mitogen,Hepatocyte growth factor (HGF) was originally discovered as a powerful mitogen for hepatocytes.,Association,0.8083359599113464,Association,0.7063924074172974,NO_RELATION,0.9852360486984252,False,0.8333214720090231,,,Escalate_No_Majority
